timestamp,component_id,cpu_pct,mem_pct
2026-07-14T21:35:49.058034+00:00,web-01,0.15,0.17
2026-07-14T21:35:49.058034+00:00,lb-01,0.16,0.17
2026-07-14T21:35:49.058034+00:00,app-01,0.38,0.22
2026-07-14T21:35:49.058034+00:00,db-01,0.58,8.48
2026-07-14T21:35:52.561280+00:00,web-01,0.14,0.17
2026-07-14T21:35:52.561280+00:00,lb-01,0.16,0.17
2026-07-14T21:35:52.561280+00:00,app-01,0.36,0.21
2026-07-14T21:35:52.561280+00:00,db-01,0.77,8.47
2026-07-14T21:35:56.610043+00:00,web-01,0.15,0.17
2026-07-14T21:35:56.610043+00:00,lb-01,0.15,0.17
2026-07-14T21:35:56.610043+00:00,app-01,0.35,0.21
2026-07-14T21:35:56.610043+00:00,db-01,0.55,8.47
2026-07-14T21:36:00.555230+00:00,web-01,0.15,0.17
2026-07-14T21:36:00.555230+00:00,lb-01,0.14,0.17
2026-07-14T21:36:00.555230+00:00,app-01,0.32,0.21
2026-07-14T21:36:00.555230+00:00,db-01,0.55,8.47
2026-07-14T21:36:04.625176+00:00,web-01,0.16,0.17
2026-07-14T21:36:04.625176+00:00,lb-01,0.17,0.17
2026-07-14T21:36:04.625176+00:00,app-01,0.38,0.21
2026-07-14T21:36:04.625176+00:00,db-01,0.66,8.47
2026-07-14T21:36:08.692250+00:00,web-01,0.15,0.17
2026-07-14T21:36:08.692250+00:00,lb-01,0.16,0.17
2026-07-14T21:36:08.692250+00:00,app-01,0.37,0.22
2026-07-14T21:36:08.692250+00:00,db-01,0.75,8.47
2026-07-14T21:36:12.756379+00:00,web-01,0.14,0.17
2026-07-14T21:36:12.756379+00:00,lb-01,0.14,0.17
2026-07-14T21:36:12.756379+00:00,app-01,0.29,0.21
2026-07-14T21:36:12.756379+00:00,db-01,1.03,8.46
2026-07-14T21:36:16.826217+00:00,web-01,0.14,0.17
2026-07-14T21:36:16.826217+00:00,lb-01,0.13,0.17
2026-07-14T21:36:16.826217+00:00,app-01,0.29,0.21
2026-07-14T21:36:16.826217+00:00,db-01,0.83,8.46
2026-07-14T21:36:20.578244+00:00,web-01,0.16,0.17
2026-07-14T21:36:20.578244+00:00,lb-01,0.16,0.17
2026-07-14T21:36:20.578244+00:00,app-01,0.37,0.21
2026-07-14T21:36:20.578244+00:00,db-01,0.75,8.46
2026-07-14T21:36:24.651749+00:00,web-01,0.11,0.17
2026-07-14T21:36:24.651749+00:00,lb-01,0.15,0.17
2026-07-14T21:36:24.651749+00:00,app-01,0.26,0.21
2026-07-14T21:36:24.651749+00:00,db-01,0.78,8.46
2026-07-14T21:36:28.706818+00:00,web-01,0.16,0.17
2026-07-14T21:36:28.706818+00:00,lb-01,0.16,0.17
2026-07-14T21:36:28.706818+00:00,app-01,0.38,0.21
2026-07-14T21:36:28.706818+00:00,db-01,0.93,8.46
2026-07-14T21:36:32.775677+00:00,web-01,0.14,0.18
2026-07-14T21:36:32.775677+00:00,lb-01,0.13,0.17
2026-07-14T21:36:32.775677+00:00,app-01,0.32,0.21
2026-07-14T21:36:32.775677+00:00,db-01,0.75,8.44
2026-07-14T21:36:36.840776+00:00,web-01,0.12,0.17
2026-07-14T21:36:36.840776+00:00,lb-01,0.11,0.17
2026-07-14T21:36:36.840776+00:00,app-01,0.28,0.21
2026-07-14T21:36:36.840776+00:00,db-01,0.77,8.44
2026-07-14T21:36:40.595823+00:00,web-01,0.14,0.17
2026-07-14T21:36:40.595823+00:00,lb-01,0.17,0.17
2026-07-14T21:36:40.595823+00:00,app-01,0.36,0.21
2026-07-14T21:36:40.595823+00:00,db-01,0.86,8.44
2026-07-14T21:36:44.662231+00:00,web-01,0.13,0.17
2026-07-14T21:36:44.662231+00:00,lb-01,0.14,0.17
2026-07-14T21:36:44.662231+00:00,app-01,0.28,0.21
2026-07-14T21:36:44.662231+00:00,db-01,0.8,8.44
2026-07-14T21:36:48.716315+00:00,web-01,0.13,0.17
2026-07-14T21:36:48.716315+00:00,lb-01,0.16,0.17
2026-07-14T21:36:48.716315+00:00,app-01,0.35,0.21
2026-07-14T21:36:48.716315+00:00,db-01,0.64,8.44
