timestamp,component_id,cpu_pct,mem_pct
2026-07-14T21:30:39.481636+00:00,lb-01,0.15,0.18
2026-07-14T21:30:39.481636+00:00,web-01,0.15,0.17
2026-07-14T21:30:39.481636+00:00,app-01,0.32,0.21
2026-07-14T21:30:39.481636+00:00,db-01,0.55,8.49
2026-07-14T21:30:43.547862+00:00,lb-01,0.15,0.18
2026-07-14T21:30:43.547862+00:00,web-01,0.15,0.17
2026-07-14T21:30:43.547862+00:00,app-01,0.36,0.21
2026-07-14T21:30:43.547862+00:00,db-01,0.88,8.49
2026-07-14T21:30:47.617523+00:00,lb-01,0.03,0.18
2026-07-14T21:30:47.617523+00:00,web-01,0.04,0.17
2026-07-14T21:30:47.617523+00:00,app-01,0.08,0.21
2026-07-14T21:30:47.617523+00:00,db-01,0.38,8.5
2026-07-14T21:30:51.690223+00:00,lb-01,0.04,0.18
2026-07-14T21:30:51.690223+00:00,web-01,0.04,0.17
2026-07-14T21:30:51.690223+00:00,app-01,0.1,0.21
2026-07-14T21:30:51.690223+00:00,db-01,0.62,8.5
2026-07-14T21:30:55.715274+00:00,lb-01,0.0,0.18
2026-07-14T21:30:55.715274+00:00,web-01,0.04,0.17
2026-07-14T21:30:55.715274+00:00,app-01,0.0,0.21
2026-07-14T21:30:55.715274+00:00,db-01,0.48,8.5
2026-07-14T21:30:59.781865+00:00,lb-01,0.03,0.18
2026-07-14T21:30:59.781865+00:00,web-01,0.04,0.17
2026-07-14T21:30:59.781865+00:00,app-01,0.09,0.21
2026-07-14T21:30:59.781865+00:00,db-01,0.48,8.5
2026-07-14T21:31:03.848209+00:00,lb-01,0.09,0.18
2026-07-14T21:31:03.848209+00:00,web-01,0.11,0.17
2026-07-14T21:31:03.848209+00:00,app-01,0.15,0.21
2026-07-14T21:31:03.848209+00:00,db-01,1.07,8.49
2026-07-14T21:31:07.905293+00:00,lb-01,0.06,0.18
2026-07-14T21:31:07.905293+00:00,web-01,0.09,0.17
2026-07-14T21:31:07.905293+00:00,app-01,0.1,0.21
2026-07-14T21:31:07.905293+00:00,db-01,0.67,8.49
2026-07-14T21:31:11.987333+00:00,lb-01,0.02,0.18
2026-07-14T21:31:11.987333+00:00,web-01,0.01,0.17
2026-07-14T21:31:11.987333+00:00,app-01,0.11,0.21
2026-07-14T21:31:11.987333+00:00,db-01,1.18,8.49
2026-07-14T21:31:16.011557+00:00,lb-01,0.05,0.18
2026-07-14T21:31:16.011557+00:00,web-01,0.05,0.17
2026-07-14T21:31:16.011557+00:00,app-01,0.15,0.21
2026-07-14T21:31:16.011557+00:00,db-01,1.28,8.49
2026-07-14T21:31:20.089420+00:00,lb-01,0.06,0.18
2026-07-14T21:31:20.089420+00:00,web-01,0.06,0.17
2026-07-14T21:31:20.089420+00:00,app-01,0.12,0.21
2026-07-14T21:31:20.089420+00:00,db-01,0.72,8.49
2026-07-14T21:31:24.154963+00:00,lb-01,0.06,0.17
2026-07-14T21:31:24.154963+00:00,web-01,0.07,0.17
2026-07-14T21:31:24.154963+00:00,app-01,0.14,0.21
2026-07-14T21:31:24.154963+00:00,db-01,0.89,8.48
2026-07-14T21:31:28.222983+00:00,lb-01,0.1,0.17
2026-07-14T21:31:28.222983+00:00,web-01,0.1,0.17
2026-07-14T21:31:28.222983+00:00,app-01,0.22,0.21
2026-07-14T21:31:28.222983+00:00,db-01,0.87,8.47
2026-07-14T21:31:32.289226+00:00,lb-01,0.02,0.17
2026-07-14T21:31:32.289226+00:00,web-01,0.01,0.17
2026-07-14T21:31:32.289226+00:00,app-01,0.1,0.21
2026-07-14T21:31:32.289226+00:00,db-01,0.94,8.47
2026-07-14T21:31:36.316475+00:00,lb-01,0.09,0.17
2026-07-14T21:31:36.316475+00:00,web-01,0.09,0.17
2026-07-14T21:31:36.316475+00:00,app-01,0.11,0.21
2026-07-14T21:31:36.316475+00:00,db-01,0.92,8.48
